ticker,nct,sponsor,pcd,status
VRTX,NCT03633526,Vertex Pharmaceuticals Incorporated,2019-01-18,TERMINATED
VRTX,NCT02412111,Vertex Pharmaceuticals Incorporated,2017-09,COMPLETED
VRTX,NCT06832410,Vertex Pharmaceuticals Incorporated,2026-09-17,RECRUITING
VRTX,NCT02669849,Vertex Pharmaceuticals Incorporated,2018-11,TERMINATED
VRTX,NCT03559062,Vertex Pharmaceuticals Incorporated,2018-12-21,COMPLETED
VRTX,NCT05153317,Vertex Pharmaceuticals Incorporated,2026-01-29,COMPLETED
VRTX,NCT03125395,Vertex Pharmaceuticals Incorporated,2019-07-17,COMPLETED
VRTX,NCT02347657,Vertex Pharmaceuticals Incorporated,2017-01-20,COMPLETED
VRTX,NCT02392234,Vertex Pharmaceuticals Incorporated,2017-02,COMPLETED
VRTX,NCT02725567,Vertex Pharmaceuticals Incorporated,2022-06-28,COMPLETED
VRTX,NCT03525444,Vertex Pharmaceuticals Incorporated,2019-04-24,COMPLETED
VRTX,NCT04362761,Vertex Pharmaceuticals Incorporated,2022-12-21,COMPLETED
VRTX,NCT02544451,Vertex Pharmaceuticals Incorporated,2018-08,COMPLETED
VRTX,NCT03277196,Vertex Pharmaceuticals Incorporated,2023-10-02,COMPLETED
VRTX,NCT03447262,Vertex Pharmaceuticals Incorporated,2020-09-09,TERMINATED
VRTX,NCT05274269,Vertex Pharmaceuticals Incorporated,2023-07-05,COMPLETED
NERV,NCT03397134,Minerva Neurosciences,2020-05-26,COMPLETED
RIGL,NCT04629703,Rigel Pharmaceuticals,2022-09-05,COMPLETED
RIGL,NCT03764618,Rigel Pharmaceuticals,2022-04-11,COMPLETED
RIGL,NCT02077192,Rigel Pharmaceuticals,2020-06-02,COMPLETED
RIGL,NCT04138927,Rigel Pharmaceuticals,2024-04,ENROLLING_BY_INVITATION
AMGN,NCT05724199,Amgen,2024-09-15,COMPLETED
AMGN,NCT05704738,Amgen,2025-02-27,COMPLETED
AMGN,NCT03836040,Amgen,2025-11-19,ACTIVE_NOT_RECRUITING
AMGN,NCT02747043,Amgen,2019-06-28,COMPLETED
ARDX,NCT02686138,Ardelyx,2017-08,COMPLETED
ARDX,NCT05643534,Ardelyx,2026-09-01,ACTIVE_NOT_RECRUITING
ARDX,NCT02621892,Ardelyx,2017-03,COMPLETED
ARDX,NCT03824587,Ardelyx,2019-07-17,COMPLETED
ARDX,NCT02727751,Ardelyx,2017-10,COMPLETED
ARDX,NCT03427125,Ardelyx,2019-11-15,COMPLETED
IRWD,NCT03573908,"Ironwood Pharmaceuticals, Inc.",2019-03-13,COMPLETED
IRWD,NCT03561090,"Ironwood Pharmaceuticals, Inc.",2020-10-07,TERMINATED
IRWD,NCT03561883,"Ironwood Pharmaceuticals, Inc.",2020-07-28,COMPLETED
PCRX,NCT03529942,"Pacira Pharmaceuticals, Inc",2019-11-08,COMPLETED
PCRX,NCT05139030,"Pacira Pharmaceuticals, Inc",2022-07-11,COMPLETED
PCRX,NCT03954639,"Pacira Pharmaceuticals, Inc",2020-09,WITHDRAWN
PCRX,NCT03046446,"Pacira Pharmaceuticals, Inc",2018-07-19,COMPLETED
PCRX,NCT03793010,"Pacira Pharmaceuticals, Inc",2019-08-07,TERMINATED
SUPN,NCT03665038,"Supernus Pharmaceuticals, Inc.",2021-01-08,COMPLETED
SUPN,NCT03597503,"Supernus Pharmaceuticals, Inc.",2020-01-22,TERMINATED
SUPN,NCT03247530,"Supernus Pharmaceuticals, Inc.",2018-09-12,COMPLETED
SUPN,NCT02736656,"Supernus Pharmaceuticals, Inc.",2026-09,ACTIVE_NOT_RECRUITING
SUPN,NCT04016792,"Supernus Pharmaceuticals, Inc.",2020-09,WITHDRAWN
SUPN,NCT02942004,"Supernus Pharmaceuticals, Inc.",2017-09-24,COMPLETED
SUPN,NCT04143217,"Supernus Pharmaceuticals, Inc.",2022-07-26,COMPLETED
SUPN,NCT05655520,"Supernus Pharmaceuticals, Inc.",2025-01-20,TERMINATED
SUPN,NCT02691182,"Supernus Pharmaceuticals, Inc.",2021-05,TERMINATED
SUPN,NCT02618434,"Supernus Pharmaceuticals, Inc.",2019-11-15,COMPLETED
SUPN,NCT02618408,"Supernus Pharmaceuticals, Inc.",2019-09-04,COMPLETED
SUPN,NCT04016779,"Supernus Pharmaceuticals, Inc.",2020-10-10,COMPLETED
SUPN,NCT03247543,"Supernus Pharmaceuticals, Inc.",2018-10-17,COMPLETED
SUPN,NCT03247517,"Supernus Pharmaceuticals, Inc.",2018-10-17,COMPLETED
SUPN,NCT02477618,"Supernus Pharmaceuticals, Inc.",2017-07-18,COMPLETED
SUPN,NCT02339064,"MDD US Operations, LLC a subsidiary of Supernus Pharmaceuticals",2018-12,ACTIVE_NOT_RECRUITING
SUPN,NCT03247556,"Supernus Pharmaceuticals, Inc.",2019-02-14,COMPLETED
SUPN,NCT02942017,"Supernus Pharmaceuticals, Inc.",2017-09-17,COMPLETED
CRBP,NCT03398837,Corbus Pharmaceuticals Inc.,2020-05-27,TERMINATED
CRBP,NCT03813160,Corbus Pharmaceuticals Inc.,2021-03-31,COMPLETED
OCUL,NCT04539548,"Ocular Therapeutix, Inc.",2023-12-21,COMPLETED
OCUL,NCT06223958,"Ocular Therapeutix, Inc.",2026-04-29,ACTIVE_NOT_RECRUITING
OCUL,NCT02914509,"Ocular Therapeutix, Inc.",2019-03-30,COMPLETED
OCUL,NCT04050865,"Ocular Therapeutix, Inc.",2020-02-28,COMPLETED
OCUL,NCT04061044,"Ocular Therapeutix, Inc.",2020-02-10,COMPLETED
MTNB,NCT05541107,"Matinas BioPharma Nanotechnologies, Inc.",2024-10,UNKNOWN
MTNB,NCT04662528,"Matinas Biopharma, Inc",2022-08,WITHDRAWN
LLY,NCT05738486,Eli Lilly and Company,2024-05-16,ACTIVE_NOT_RECRUITING
LLY,NCT06354660,Eli Lilly and Company,2026-01-22,COMPLETED
LLY,NCT01824290,Eli Lilly and Company,2019-03-18,COMPLETED
COLL,NCT04941105,Collegium Medicum w Bydgoszczy,2022-05-17,COMPLETED
COLL,NCT05905965,Collegium Medicum w Bydgoszczy,2025-12-31,RECRUITING
COLL,NCT05779059,Collegium Medicum w Bydgoszczy,2024-12-31,UNKNOWN
COLL,NCT03251859,Collegium Medicum w Bydgoszczy,2018-02-23,COMPLETED
COLL,NCT04718025,Collegium Medicum w Bydgoszczy,2024-06-30,UNKNOWN
COLL,NCT04476173,Collegium Medicum w Bydgoszczy,2024-06-30,UNKNOWN
IONS,NCT01737398,"Ionis Pharmaceuticals, Inc.",2017-03-03,COMPLETED
IONS,NCT02175004,"Ionis Pharmaceuticals, Inc.",2020-09-11,COMPLETED
IONS,NCT04136171,"Ionis Pharmaceuticals, Inc.",2026-04,ACTIVE_NOT_RECRUITING
IONS,NCT04768972,"Ionis Pharmaceuticals, Inc.",2026-06-17,ACTIVE_NOT_RECRUITING
IONS,NCT05139810,"Ionis Pharmaceuticals, Inc.",2023-11-09,COMPLETED
IONS,NCT05552326,"Ionis Pharmaceuticals, Inc.",2024-12-17,COMPLETED
IONS,NCT05079919,"Ionis Pharmaceuticals, Inc.",2024-10-22,COMPLETED
BLPH,NCT02725372,Bellerophon Pulse Technologies,2018-08,TERMINATED
BLPH,NCT03602781,Bellerophon Pulse Technologies,2019-06,WITHDRAWN
BLPH,NCT03267108,Bellerophon Pulse Technologies,2023-06-09,TERMINATED
BLPH,NCT04421508,Bellerophon Pulse Technologies,2020-12-28,TERMINATED
BLPH,NCT02652429,Bellerophon Pulse Technologies,2023-04,UNKNOWN
NKTR,NCT04969861,Nektar Therapeutics,2022-04-22,TERMINATED
NKTR,NCT03729245,Nektar Therapeutics,2022-01-07,TERMINATED
NKTR,NCT02915744,Nektar Therapeutics,2020-07,COMPLETED
NKTR,NCT05664217,Nektar Therapeutics,2024-05-22,TERMINATED
NKTR,NCT04410445,Nektar Therapeutics,2022-09-22,TERMINATED
NKTR,NCT02367820,Nektar Therapeutics,2017-12,COMPLETED
PFE,NCT02674386,Pfizer,2019-07-15,COMPLETED
PFE,NCT03587116,Pfizer,2024-12-13,COMPLETED
PFE,NCT05248997,Pfizer,2024-03-11,COMPLETED
PFE,NCT03461757,Pfizer,2018-10-08,COMPLETED
REGN,NCT05608291,Regeneron Pharmaceuticals,2026-07-27,ACTIVE_NOT_RECRUITING
REGN,NCT03257267,Regeneron Pharmaceuticals,2021-03-15,COMPLETED
REGN,NCT05989126,Regeneron Pharmaceuticals,2024-05-31,COMPLETED
REGN,NCT03304379,Regeneron Pharmaceuticals,2019-12-13,COMPLETED
REGN,NCT04981717,Regeneron Pharmaceuticals,2023-01-04,TERMINATED
REGN,NCT05352672,Regeneron Pharmaceuticals,2026-03-12,ACTIVE_NOT_RECRUITING
REGN,NCT02683239,Regeneron Pharmaceuticals,2020-12-01,COMPLETED
REGN,NCT03399786,Regeneron Pharmaceuticals,2019-06-10,COMPLETED
NBIX,NCT04102579,Neurocrine Biosciences,2021-10-15,COMPLETED
NBIX,NCT05063994,Neurocrine UK Limited,2024-02-02,COMPLETED
NBIX,NCT05110157,Neurocrine Biosciences,2025-02-04,COMPLETED
NBIX,NCT02405091,Neurocrine Biosciences,2017-03,COMPLETED
NBIX,NCT02716818,Neurocrine UK Limited,2018-07-28,COMPLETED
NBIX,NCT03532022,Neurocrine UK Limited,2018-10-17,WITHDRAWN
NBIX,NCT05206513,Neurocrine Biosciences,2025-10-16,COMPLETED
NBIX,NCT04490915,Neurocrine Biosciences,2023-07-19,ACTIVE_NOT_RECRUITING
NBIX,NCT03062280,Neurocrine UK Limited,2022-07-13,COMPLETED
NBIX,NCT04400331,Neurocrine Biosciences,2025-11-05,COMPLETED
NBIX,NCT04806451,Neurocrine Biosciences,2023-03-10,ACTIVE_NOT_RECRUITING
NBIX,NCT05654870,Neurocrine Biosciences,2023-11-08,TERMINATED
ESPR,NCT03067441,"Esperion Therapeutics, Inc.",2019-11-05,COMPLETED
ESPR,NCT03001076,"Esperion Therapeutics, Inc.",2018-01-11,COMPLETED
ESPR,NCT02988115,"Esperion Therapeutics, Inc.",2018-03-16,COMPLETED
ESPR,NCT03337308,"Esperion Therapeutics, Inc.",2018-06-18,COMPLETED
ESPR,NCT02991118,"Esperion Therapeutics, Inc.",2018-08-22,COMPLETED
ESPR,NCT02993406,"Esperion Therapeutics, Inc.",2022-11-07,COMPLETED
ESPR,NCT02666664,"Esperion Therapeutics, Inc.",2018-02-21,COMPLETED
RARE,NCT02960217,Ultragenyx Pharmaceutical Inc,2019-10-09,TERMINATED
RARE,NCT02736188,Ultragenyx Pharmaceutical Inc,2018-01-10,TERMINATED
RARE,NCT02432144,Ultragenyx Pharmaceutical Inc,2019-01-14,COMPLETED
RARE,NCT05125809,Ultragenyx Pharmaceutical Inc,2025-10-20,ACTIVE_NOT_RECRUITING
RARE,NCT06617429,Ultragenyx Pharmaceutical Inc,2026-07-10,ACTIVE_NOT_RECRUITING
RARE,NCT05139316,Ultragenyx Pharmaceutical Inc,2024-02-20,COMPLETED
RARE,NCT05768854,Ultragenyx Pharmaceutical Inc,2025-10-23,ACTIVE_NOT_RECRUITING
RARE,NCT02377921,Ultragenyx Pharmaceutical Inc,2017-06-09,COMPLETED
CHRS,NCT02486939,"Coherus Oncology, Inc.",2017-09,COMPLETED
INSM,NCT05649722,Insmed Incorporated,2026-04-01,COMPLETED
INSM,NCT04677569,Insmed Incorporated,2025-11-21,COMPLETED
INSM,NCT04677543,Insmed Incorporated,2023-05-09,COMPLETED
INSM,NCT04594369,Insmed Incorporated,2024-10-28,COMPLETED
INSM,NCT02628600,Insmed Incorporated,2018-10-17,COMPLETED
INSM,NCT02344004,Insmed Incorporated,2018-07-03,COMPLETED
INSM,NCT05649748,Insmed Incorporated,2026-12-31,ACTIVE_NOT_RECRUITING
ABBV,NCT02672852,AbbVie,2017-08-02,COMPLETED
ABBV,NCT05995340,AbbVie,2026-07-14,COMPLETED
ABBV,NCT05878067,AbbVie,2023-10-06,COMPLETED
ABBV,NCT02968173,AbbVie,2017-07-13,COMPLETED
ABBV,NCT02675426,AbbVie,2017-04-21,COMPLETED
ABBV,NCT02694523,AbbVie,2017-08,COMPLETED
ABBV,NCT02441283,AbbVie,2019-10-15,COMPLETED
ABBV,NCT02196701,AbbVie,2017-03-17,COMPLETED
ABBV,NCT04468984,AbbVie,2025-01-29,ACTIVE_NOT_RECRUITING
ABBV,NCT03653026,AbbVie,2021-01-14,COMPLETED
ABBV,NCT02756611,AbbVie,2019-04-10,COMPLETED
ABBV,NCT03104374,AbbVie,2019-07-23,COMPLETED
EXEL,NCT04446117,Exelixis,2024-04-19,ACTIVE_NOT_RECRUITING
EXEL,NCT05425940,Exelixis,2026-06-16,ACTIVE_NOT_RECRUITING
EXEL,NCT01908426,Exelixis,2017-10-16,COMPLETED
EXEL,NCT03690388,Exelixis,2020-08-19,ACTIVE_NOT_RECRUITING
ALNY,NCT04153149,Alnylam Pharmaceuticals,2024-05-08,ACTIVE_NOT_RECRUITING
ALNY,NCT03997383,Alnylam Pharmaceuticals,2022-06-20,COMPLETED
ALNY,NCT04152200,Alnylam Pharmaceuticals,2021-05-18,COMPLETED
ALNY,NCT03905694,Alnylam Pharmaceuticals,2020-06-29,COMPLETED
ALNY,NCT03759379,Alnylam Pharmaceuticals,2020-11-10,COMPLETED
ALNY,NCT03862807,Alnylam Pharmaceuticals,2020-10-06,COMPLETED
ALNY,NCT02510261,Alnylam Pharmaceuticals,2022-11-23,COMPLETED
ALNY,NCT02319005,Alnylam Pharmaceuticals,2017-03-30,COMPLETED
ALNY,NCT01960348,Alnylam Pharmaceuticals,2017-08,COMPLETED
ALNY,NCT03681184,Alnylam Pharmaceuticals,2019-11-05,COMPLETED
ALNY,NCT03338816,Alnylam Pharmaceuticals,2019-01-31,COMPLETED
AXSM,NCT05113745,"Axsome Therapeutics, Inc.",2024-11-15,COMPLETED
AXSM,NCT06736509,"Axsome Therapeutics, Inc.",2025-02-17,TERMINATED
AXSM,NCT04163185,"Axsome Therapeutics, Inc.",2020-03-16,COMPLETED
AXSM,NCT06360419,"Axsome Therapeutics, Inc.",2024-12-31,COMPLETED
AXSM,NCT05557409,"Axsome Therapeutics, Inc.",2024-11-21,COMPLETED
AXSM,NCT05972044,"Axsome Therapeutics, Inc.",2025-02-07,COMPLETED
AXSM,NCT06568367,"Axsome Therapeutics, Inc.",2026-12,RECRUITING
AXSM,NCT02741791,"Axsome Therapeutics, Inc.",2020-03-20,COMPLETED
AXSM,NCT06413433,"Axsome Therapeutics, Inc.",2026-12,RECRUITING
AXSM,NCT03226522,"Axsome Therapeutics, Inc.",2020-04-17,COMPLETED
AXSM,NCT05059223,"Axsome Therapeutics, Inc.",2024-03-15,COMPLETED
AXSM,NCT04019704,"Axsome Therapeutics, Inc.",2019-11-26,COMPLETED
AXSM,NCT04068051,"Axsome Therapeutics, Inc.",2020-09-22,COMPLETED
AXSM,NCT04947553,"Axsome Therapeutics, Inc.",2024-12-03,COMPLETED
AXSM,NCT05550207,"Axsome Therapeutics, Inc.",2024-11-27,COMPLETED
AXSM,NCT03896009,"Axsome Therapeutics, Inc.",2019-12-10,COMPLETED
AXSM,NCT02746068,"Axsome Therapeutics, Inc.",2020-12,UNKNOWN
AXSM,NCT02504008,"Axsome Therapeutics, Inc.",2019-01,UNKNOWN
AXSM,NCT04039022,"Axsome Therapeutics, Inc.",2020-10-23,COMPLETED
AXSM,NCT04797715,"Axsome Therapeutics, Inc.",2022-11-21,COMPLETED
MCRB,NCT03183141,"Seres Therapeutics, Inc.",2022-04-29,COMPLETED
MCRB,NCT03183128,"Seres Therapeutics, Inc.",2020-07-03,COMPLETED
IMUX,NCT02612428,"Vital Therapies, Inc.",2018-03,TERMINATED
AMPE,NCT03349645,Ampio Pharmaceuticals. Inc.,2018-10-04,TERMINATED
AMPE,NCT03988023,Ampio Pharmaceuticals. Inc.,2021-07-13,TERMINATED
AMPE,NCT03182686,Ampio Pharmaceuticals. Inc.,2017-12-07,COMPLETED
KALA,NCT02813265,"Kala Pharmaceuticals, Inc.",2017-10,COMPLETED
KALA,NCT02819284,"Kala Pharmaceuticals, Inc.",2017-09,COMPLETED
KALA,NCT02793817,"Kala Pharmaceuticals, Inc.",2017-03,COMPLETED
KALA,NCT03616899,"Kala Pharmaceuticals, Inc.",2020-02-05,COMPLETED
KALA,NCT03596723,"Kala Pharmaceuticals, Inc.",2018-09-28,TERMINATED
EVFM,NCT03243305,Evofem Inc.,2018-11-29,COMPLETED
EVFM,NCT04553068,Evofem Inc.,2022-07-28,COMPLETED
EVFM,NCT03107377,Evofem Inc.,2019-08-22,COMPLETED
MRK,NCT02532855,Merck Sharp & Dohme LLC,2017-10-10,COMPLETED
MRK,NCT03615326,Merck Sharp & Dohme LLC,2024-03-20,COMPLETED
MRK,NCT04865289,Merck Sharp & Dohme LLC,2023-10-02,COMPLETED
MRK,NCT01782131,Merck Sharp & Dohme LLC,2019-07-10,COMPLETED
MRK,NCT05393037,Merck Sharp & Dohme LLC,2023-07-13,COMPLETED
MRK,NCT05665595,Merck Sharp & Dohme LLC,2024-03-06,TERMINATED
CLSD,NCT02980874,"Clearside Biomedical, Inc.",2018-12-10,TERMINATED
CLSD,NCT03203447,"Clearside Biomedical, Inc.",2018-12-18,TERMINATED
CLSD,NCT03097315,"Clearside Biomedical, Inc.",2018-01-24,COMPLETED
CLSD,NCT02595398,"Clearside Biomedical, Inc.",2018-01-18,COMPLETED
ACRS,NCT03687372,"Aclaris Therapeutics, Inc.",2019-06-20,COMPLETED
ACRS,NCT03691831,"Aclaris Therapeutics, Inc.",2019-04-21,COMPLETED
ACRS,NCT03812510,"Aclaris Therapeutics, Inc.",2019-11-27,COMPLETED
CDTX,NCT03667690,"Cidara Therapeutics Inc., a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",2021-10-07,COMPLETED
IPIX,NCT00664456,"Translational Research Center for Medical Innovation, Kobe, Hyogo, Japan",2022-04-24,COMPLETED
SLS,NCT04229979,Sellas Life Sciences Group,2025-12,ACTIVE_NOT_RECRUITING
BIIB,NCT04476030,Biogen,2021-10-25,COMPLETED
BIIB,NCT03771664,Biogen,2019-12-20,TERMINATED
BIIB,NCT05083923,Biogen,2024-09-11,COMPLETED
BIIB,NCT02292537,Biogen,2017-02-20,COMPLETED
BIIB,NCT05418673,Biogen,2023-07-27,TERMINATED
BIIB,NCT02594124,Biogen,2023-08-21,COMPLETED
BIIB,NCT03749447,Biogen,2023-08-23,TERMINATED
ACET,NCT04668352,Restorbio Inc.,2019-12-02,COMPLETED
ACET,NCT04139915,Restorbio Inc.,2019-11-15,WITHDRAWN
